ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
173070121,12/29/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,M,6,1,18-24,M,BLACK,983551,208788,40.73975965,-74.00252386
173067170,12/29/2017,563,PROSTITUTION,356,PROSTITUTION & RELATED OFFENSES,PL 2300000,M,K,84,0,25-44,F,WHITE,988692,192556,40.69520561,-73.98398273
173065409,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,K,73,2,65+,M,WHITE,1010838,181519,40.66487274,-73.90416356
173065414,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,83,0,25-44,M,WHITE HISPANIC,1005318,197060,40.70754407,-73.92401209
173067177,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,14,7,45-64,M,WHITE,986320,212857,40.75092782,-73.99253038
173070612,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 16515M9,M,B,48,0,18-24,F,BLACK,1011811,246833,40.84413995,-73.90038862
173070628,12/29/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,105,0,25-44,M,UNKNOWN,1066556,208160,40.73765301,-73.70300044
173070814,12/29/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1703000,F,B,52,0,25-44,M,BLACK HISPANIC,1019758,259418,40.87865357,-73.8715994
173083129,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,77,0,18-24,F,BLACK,1005300,182814,40.66844212,-73.92412152
173084516,12/29/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,71,0,45-64,M,BLACK,1003311,182296,40.66702484,-73.93129283
173085780,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,18,0,25-44,M,BLACK,991531,217373,40.76332034,-73.9737179
173078311,12/29/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265101B,F,K,77,0,18-24,M,BLACK,1003508,185056,40.67459999,-73.93057482
173070812,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,49,0,<18,M,WHITE HISPANIC,1021164,252160,40.85872682,-73.86655509
173071678,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,50,0,25-44,M,WHITE,1010984,261034,40.88311992,-73.90332097
173072304,12/29/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,90,0,18-24,M,WHITE HISPANIC,997812,196463,40.70592014,-73.95108639
173073319,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL1220B01,M,Q,113,3,65+,M,WHITE HISPANIC,1046315,187088,40.67998074,-73.77623391
173078300,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,46,1,25-44,M,WHITE HISPANIC,1010831,252019,40.85837698,-73.90391004
173078302,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,F,WHITE HISPANIC,1019583,259726,40.87949963,-73.8722306
173079646,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,18-24,F,BLACK,1008046,245611,40.84079686,-73.91400066
173070117,12/29/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,73,0,25-44,M,BLACK,1011208,181004,40.66345806,-73.90283193
173079659,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,67,0,25-44,M,WHITE HISPANIC,1003676,178837,40.65752985,-73.92998709
173079661,12/29/2017,223,"BURGLARY,RESIDENCE,NIGHT",107,BURGLARY,PL 1402502,F,K,71,0,65+,M,WHITE HISPANIC,1002882,181672,40.66531301,-73.93284095
173079670,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,109,0,45-64,M,ASIAN / PACIFIC ISLANDER,1033265,213483,40.75251043,-73.82309171
173080638,12/29/2017,419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,GRAND LARCENY,PL 1553005,F,M,13,1,25-44,M,BLACK,988886,207857,40.7372031,-73.9832726
173080641,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,28,0,45-64,F,BLACK,998151,234236,40.80959684,-73.9497856
173081840,12/29/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,Q,108,0,45-64,M,WHITE,1010179,208710,40.73950758,-73.90643427
173070125,12/29/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,Q,115,0,25-44,M,BLACK,1015325,218809,40.76721017,-73.8878178
173070113,12/29/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155001,M,B,45,0,65+,M,BLACK,1032120,257402,40.87306189,-73.82691112
173083142,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL1220B01,M,Q,115,3,25-44,M,WHITE HISPANIC,1018623,214936,40.75656759,-73.87593153
173070823,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,112,0,25-44,M,ASIAN / PACIFIC ISLANDER,1026670,201978,40.72096619,-73.84696752
173078318,12/29/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),LOC00000UM,M,M,20,0,25-44,M,AMERICAN INDIAN/ALASKAN NATIVE,990910,222076,40.77622934,-73.97595498
173078308,12/29/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,K,67,0,25-44,F,BLACK,1000243,171648,40.63780447,-73.9423772
173077312,12/29/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,Q,114,3,18-24,F,WHITE HISPANIC,1009077,214329,40.75493348,-73.91039019
173074619,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,49,0,45-64,M,BLACK HISPANIC,1030251,254038,40.86383869,-73.83369221
173073314,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 121110A,M,Q,104,0,25-44,M,WHITE HISPANIC,1013787,195967,40.70451983,-73.8934704
173071679,12/29/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,M,33,0,25-44,M,BLACK HISPANIC,1000665,246136,40.84225464,-73.94067494
173070627,12/29/2017,918,RECKLESS DRIVING,348,VEHICLE AND TRAFFIC LAWS,VTL1212000,M,Q,105,0,25-44,M,BLACK,1060235,209389,40.74108286,-73.72579572
173067176,12/29/2017,566,"MARIJUANA, POSSESSION",678,MISCELLANEOUS PENAL LAW,PL 2210500,V,M,34,0,18-24,M,WHITE HISPANIC,1004148,254866,40.86620872,-73.92806089
173070111,12/29/2017,273,"TAMPERING 1,CRIMINAL",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1452000,F,B,52,0,18-24,M,BLACK HISPANIC,1018987,259566,40.87906285,-73.87438667
173067174,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,26,0,25-44,M,BLACK HISPANIC,996077,236553,40.81595938,-73.95727361
173065419,12/29/2017,841,"PUBLIC HEALTH LAW,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),PHL3380000,M,M,14,0,25-44,M,WHITE HISPANIC,986339,211964,40.74847676,-73.99246209
173065410,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,M,BLACK,988838,191028,40.69101153,-73.98345727
173064928,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,84,0,65+,M,WHITE HISPANIC,989235,189579,40.68703414,-73.98202677
173065411,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,81,2,45-64,F,BLACK,1004945,186897,40.67964988,-73.92538867
173083134,12/29/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,23,0,25-44,M,BLACK,997920,227368,40.79074641,-73.95063404
173084529,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,102,0,65+,M,WHITE,1030780,196253,40.70523179,-73.83217993
173084522,12/29/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,23,2,25-44,M,BLACK HISPANIC,998684,229230,40.79585589,-73.94787095
173080631,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,71,0,45-64,M,BLACK,1004079,182242,40.66687493,-73.9285246
173073317,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL1220B01,M,Q,113,3,45-64,M,BLACK,1046315,187088,40.67998074,-73.77623391
173074628,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,73,2,<18,F,BLACK,1009905,180751,40.6627675,-73.90752953
173074631,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,70,0,45-64,M,WHITE HISPANIC,993235,170713,40.63524797,-73.9676289
173077304,12/29/2017,596,OBSCENE MATERIAL - UNDER 17 YEARS OF AGE,116,SEX CRIMES,PL 2352200,F,K,60,0,25-44,M,WHITE,990922,149184,40.5761573,-73.9759838
173078306,12/29/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,67,0,<18,M,BLACK,1000863,176911,40.65224913,-73.94013032
173079671,12/29/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601504,F,S,120,0,25-44,M,WHITE,962822,174282,40.64502275,-74.07721685
173080643,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,100,0,45-64,M,BLACK,1031534,151330,40.58192406,-73.82977531
173070623,12/29/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,M,33,0,45-64,M,BLACK,1000336,246460,40.84314453,-73.94186322
173081834,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,7,0,18-24,M,WHITE HISPANIC,988307,201048,40.71851433,-73.985366
173083118,12/29/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,41,97,45-64,M,WHITE HISPANIC,1014021,236838,40.81669938,-73.89244545
173083121,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,B,52,0,25-44,M,WHITE,1016919,255652,40.86832803,-73.88188398
173083125,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,70,0,18-24,M,WHITE,994710,167012,40.62508789,-73.96232028
173084518,12/29/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155006,M,K,77,0,25-44,M,BLACK,1003508,185056,40.67459999,-73.93057482
173085767,12/29/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,67,0,18-24,M,BLACK,1003388,172335,40.6396839,-73.93104353
173070820,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,23,0,25-44,M,WHITE,1000054,227082,40.78995786,-73.94292806
173070620,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,28,0,25-44,M,BLACK,998334,233662,40.80802108,-73.94912573
173085760,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,41,0,<18,M,BLACK,1013086,236614,40.81608766,-73.89582435
173093417,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,18-24,M,WHITE HISPANIC,987078,215157,40.75724053,-73.98979364
173088870,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,43,0,25-44,F,WHITE HISPANIC,1020450,244901,40.83880598,-73.86917543
173088881,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,84,0,18-24,M,BLACK HISPANIC,987772,191476,40.69224167,-73.987301
173090111,12/29/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,B,47,0,25-44,M,BLACK,1026486,262591,40.88733282,-73.84725001
173091240,12/29/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1451000,F,Q,107,0,45-64,M,BLACK,1034415,200579,40.71708575,-73.81903724
173092291,12/29/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,B,48,0,18-24,M,WHITE HISPANIC,1014508,248078,40.84754827,-73.89063533
173092313,12/29/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,Q,101,0,18-24,M,BLACK,1053921,158769,40.60219487,-73.74910401
173093567,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,43,2,25-44,F,BLACK,1021493,237960,40.81975061,-73.86544458
173070128,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL0511D01,M,Q,107,0,18-24,M,UNKNOWN,1046133,204742,40.72843794,-73.77672785
173093584,12/29/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201603,F,K,75,0,25-44,M,BLACK,1019867,184908,40.67414306,-73.87160017
173093650,12/29/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,K,73,0,18-24,M,WHITE HISPANIC,1010475,182025,40.66626268,-73.90547004
173085781,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,19,0,25-44,F,ASIAN / PACIFIC ISLANDER,994297,218680,40.76690501,-73.96373102
173064936,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,14,6,45-64,M,BLACK,986781,212761,40.75066421,-73.99086657
173067178,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,9,1,25-44,M,WHITE HISPANIC,985733,203753,40.72593971,-73.994651
173070115,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,90,0,25-44,M,WHITE HISPANIC,1003132,196628,40.70636327,-73.9318979
173079660,12/29/2017,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,75,0,25-44,M,WHITE HISPANIC,1017119,183909,40.67141166,-73.88151172
173080639,12/29/2017,848,"NY STATE LAWS,UNCLASSIFIED MISDEMEANOR",364,OTHER STATE LAWS (NON PENAL LAW),LOC00000UM,M,M,5,0,45-64,M,ASIAN / PACIFIC ISLANDER,984540,200320,40.71651707,-73.99895532
173083119,12/29/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1703000,F,B,41,0,<18,M,BLACK,1012414,238559,40.8214283,-73.89824395
173085777,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,6,1,25-44,M,WHITE HISPANIC,983985,205857,40.7317148,-74.00095761
173074623,12/29/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,B,40,2,25-44,M,BLACK HISPANIC,1006288,232919,40.80596549,-73.92039591
173074636,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,106,0,25-44,M,WHITE HISPANIC,1032864,187623,40.68153328,-73.82472579
173080644,12/29/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,Q,100,0,45-64,M,BLACK,1033656,152628,40.58547523,-73.82212647
173083133,12/29/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,M,13,0,45-64,M,BLACK,987422,209285,40.74112325,-73.98855472
173083135,12/29/2017,649,FALSE REPORT UNCLASSIFIED,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2405003,M,M,19,0,45-64,M,BLACK,994297,218680,40.76690501,-73.96373102
173083146,12/29/2017,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401000,M,S,120,0,18-24,M,WHITE HISPANIC,960345,172218,40.63935117,-74.08613535
173085782,12/29/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,28,2,18-24,M,BLACK HISPANIC,999029,231931,40.80326882,-73.94661899
173070824,12/29/2017,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,Q,106,0,25-44,M,BLACK,1033424,181436,40.66454829,-73.82275187
173088872,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,48,0,25-44,M,BLACK HISPANIC,1014516,247209,40.8451631,-73.89061034
173088900,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,32,0,45-64,M,BLACK,1000828,240293,40.82621698,-73.94010027
173088904,12/29/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,Q,106,0,45-64,F,ASIAN / PACIFIC ISLANDER,1026569,186776,40.67924079,-73.8474274
173088908,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,S,121,0,25-44,F,WHITE,937077,149100,40.57580374,-74.1698124
173090115,12/29/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,78,0,25-44,M,WHITE,987378,183500,40.67034951,-73.98872547
173090141,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,104,0,18-24,M,WHITE,1010610,198099,40.7103817,-73.90492053
173074615,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,52,0,45-64,F,ASIAN / PACIFIC ISLANDER,1018899,259204,40.87806962,-73.87470677
173070817,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,66,0,25-44,M,WHITE HISPANIC,988696,165176,40.62005351,-73.98398636
173084517,12/29/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,K,60,0,18-24,M,BLACK,988210,150178,40.57888726,-73.98574578
173090145,12/29/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,Q,106,0,25-44,F,WHITE HISPANIC,1038996,183346,40.66975811,-73.80265194
173085776,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,34,0,18-24,M,WHITE HISPANIC,1003438,251058,40.85575848,-73.93063878
173088874,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,52,0,25-44,F,WHITE HISPANIC,1019496,259454,40.87875343,-73.87254663
173088907,12/29/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553500,F,Q,114,0,18-24,M,BLACK,1007817,213417,40.75243372,-73.91494126
173090122,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,73,2,18-24,M,WHITE HISPANIC,1009515,183436,40.67013835,-73.90892519
173090123,12/29/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,K,76,0,25-44,F,WHITE HISPANIC,987441,188309,40.68354911,-73.98849609
173090138,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,104,0,18-24,M,WHITE,1010610,198099,40.7103817,-73.90492053
173091217,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,42,0,45-64,F,BLACK,1014062,242179,40.83135876,-73.89227359
173070123,12/29/2017,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155500,M,Q,101,0,45-64,M,BLACK,1052204,159911,40.60534275,-73.7552757
173091227,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,6,0,45-64,F,WHITE,986679,207067,40.73503562,-73.99123677
173092314,12/29/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,104,0,25-44,M,WHITE,1008764,196710,40.70657453,-73.91158413
173093578,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,K,94,0,18-24,M,BLACK,997245,204130,40.72696507,-73.95311663
173093659,12/29/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,M,9,0,18-24,M,WHITE HISPANIC,990592,202391,40.7221992,-73.9771217
173093665,12/29/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,Q,114,0,<18,M,BLACK,1002928,221436,40.77445549,-73.9325648
173070108,12/29/2017,273,"TAMPERING 1,CRIMINAL",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1452000,F,B,52,0,18-24,M,BLACK HISPANIC,1018987,259566,40.87906285,-73.87438667
173090143,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,104,0,45-64,M,WHITE,1016038,194898,40.70157788,-73.88535678
173090144,12/29/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,Q,104,0,25-44,M,WHITE,1010610,198099,40.7103817,-73.90492053
173090147,12/29/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,S,120,0,45-64,M,BLACK,963193,168303,40.62861256,-74.0758613
173090132,12/29/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,M,5,0,25-44,M,BLACK,984998,201346,40.71933317,-73.99730304
173093421,12/29/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,M,32,0,25-44,M,BLACK,1000711,235993,40.81441492,-73.94053357
173093420,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200508,F,M,32,0,45-64,M,AMERICAN INDIAN/ALASKAN NATIVE,1001282,235517,40.81310735,-73.93847195
173093414,12/29/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,94,0,25-44,M,WHITE,1000940,201183,40.71887007,-73.9397927
173092305,12/29/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,M,14,0,25-44,M,WHITE,985803,212853,40.75091695,-73.99439635
173092290,12/29/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,B,48,0,18-24,M,WHITE HISPANIC,1011811,246833,40.84413995,-73.90038862
173091238,12/29/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,107,0,18-24,F,BLACK,1034415,200579,40.71708575,-73.81903724
173090113,12/29/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,60,0,25-44,M,BLACK,986111,148074,40.57311288,-73.99330258
173091219,12/29/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,70,0,25-44,M,BLACK,997570,170092,40.633538,-73.95201133
173090110,12/29/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,B,43,0,18-24,F,WHITE HISPANIC,1027447,241134,40.82843522,-73.84391273
173088885,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,6,0,45-64,M,WHITE HISPANIC,983562,205975,40.73203866,-74.00248388
173085783,12/29/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,13,0,25-44,F,BLACK,987103,207735,40.73686899,-73.98970655
173085779,12/29/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,M,14,3,18-24,F,WHITE,986882,214802,40.75626621,-73.99050125
